RELEVANT,CATEGORY,CATEGORICAL SENTIMENT,GENERAL SENTIMENT,JUSTIFICATION,ID
RELEVANT,"INTERNATIONAL-LEGALITY,FOREIGNPOLICY","ANTI,ANTI",ANTI,The statement mentions how drone strikes violate the rule of law and inflame anti-U.S. sentiment. ,1232f6603bdbf913e44fc832ddd51c6f
RELEVANT,REFERENCE,NEUTRAL,,The statement mentions drones in a context of explaining China's artillery systems. ,e687f8beaca238ad5d1b90e159da662a
RELEVANT,REFERENCE,PRO,PRO,"The statement refers to a drone strike in Yemen that removed al-Awlaki, who radicalized people in the United States.",cb80e82b7ab847bb759f426591e7e5f3
IRRELEVANT,,,,The statement discusses drones in a surveillance role and the contribution of a firm in Utah to building those drones.,6b6e3371ab7b31113f91d803a6a3d72e
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones to list specific clauses of a treaty.,5af53c07a34c3c1b3f9ef5cf8bda7610
RELEVANT,FINANCE,PRO,PRO,"The statement explains an amendment can secure revenues for replacing lost military equipments, including those of high priority such as drones.",a5beef4e9ebd155a7b337a9dd6db2190
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement lists drones as an example of things that can be purchased with ill-gotten gains.,4836a68d8dff2ba912cc42cb8bc27227
RELEVANT,FOREIGNUSE,ANTI,,"The statement refers to drones as an example where reports the United States received turned out to be false (blank for general sentiment). However, the speaker mentions that drones are capable of carrying hazardous biological and chemical material to the United States (anti categorical sentiment).",7b0b794a5c3eb4dcb1b7b0ad88f564f7
IRRELEVANT,,,,The statement relates to taxes and tax cuts. ,4ea8f08868df655bad873107df2a7b36
RELEVANT,"INTERNATIONAL-LEGALITY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement mentions how drone strikes violate international law and causes civilian deaths.,2693c1cbd3daeffa11f39ce6ee6abfd8
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement argues that drones are not only ineffective for targeted killing but also responsible for innocent civilian casualties.,afe6c55804853569d299bc7150fa3870
RELEVANT,DOMESTIC-LEGALITY,PRO,ANTI,The statement relates to the significance of legal accountability in conducting drone strikes. ,b2d76c10cc9d9ee4bdf4c8ae1f4d30c1
RELEVANT,"DOMESTIC-LEGALITY,DISCLOSURE","PRO,PRO",NEUTRAL,The statement relates to the significance of transparency and legal accountability in conducting drone strikes. ,4b06312da8e376d322f16665e9ac4768
IRRELEVANT,,,,The statement talks about an impeachment trial.,e9b9bd9bc11fcd83017487da10f53141
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement says that unmanned drones in Pakistan are unlawful.,0097e97dea96d5a77e00e6117ee19d40
RELEVANT,"FOREIGNPOLICY,DOMESTIC-LEGALITY","ANTI,ANTI",ANTI,The statement points out that military actions in Afghanistan has instigated unauthorized drone strikes in another country. ,c00ef11f14b6b33debf86beb3518c7cd
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN","NEUTRAL,ANTI",ANTI,"The statement recognizes that drones can be used to remove terrorists, but is critical of the fact that drone strikes contradict liberal values the United States pursues.",6984ee428a2b394e7e6a7396b8c57773
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement is critical of the fact that drone strikes cause innocent civilian deaths.,46028119ef5a300d0830f804452fc73e
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement points out that drone strikes that target jihadist groups not related to al Qaeda or the Taliban are unauthorized strikes. ,5bd1a81fbf98328381ac87675b7ac02b
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement mentions how drone strikes violate certain articles of a law.,4ca58504ab207b2fde2039d4843c93a5
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The state argues that drone strikes are incompatible with an article.,c2a45c943dbc28832ce28039edb9b64e
RELEVANT,REFERENCE,ANTI,,"The statement refers to drones in a context of reports to U.S. officials about weapons Iraq was believed to possess, which undoubtedly posed security challenges to the United States. ",f7f0ecfbbb51fb77c1b08424c6147b90
RELEVANT,REFERENCE,NEUTRAL,,The statement refers to drones to explain China's investment in weapons. ,0e570a808f8f1f59402bbab1289233c4
RELEVANT,JOBS,PRO,PRO,"The statement mentions how a growing business can contribute to building drones, not how building drones will create more jobs. However, it still relates to a positive relation between jobs and drones.",58e5df08f43ca4bb335ceec5f40edffa
RELEVANT,REFERENCE,PRO,PRO,The statement mentions drones in arguing how to support ground troops with responsive airpower.,8632872137f6c49cc1c521d39806a85a
RELEVANT,REFERENCE,PRO,PRO,The statement mentions a base in Nevada where drones are kept in a positive tone.,3136dcef874d5c4e29f2ca776dc37ebf
IRRELEVANT,,,,"[NON-OBVIOUS] The statement relates to the use of drones domestically. This was not clear at first because it does mention ""security risks."" However, reading following statements from Row 180 to 183, I judged the speaker is talkinb about the use of drones in a domestic context, so reclassified the statement to IRRELEVANT from RELEVANT.",6ac4c181d3f0e46291ac009816f08233
IRRELEVANT,,,,"[NON-OBVIOUS] The statement relates to the use of drones domestically. This was not clear at first because it does mention ""security risks."" However, reading following statements from Row 180 to 183, I judged the speaker is talkinb about the use of drones in a domestic context, so reclassified the statement to IRRELEVANT from RELEVANT.",65e8716dad302eab07e3c1d70a91f9fc
IRRELEVANT,,,,The statement relates to the use of drones domestically.,49c60b8717696887dfe5ff6627f0ce0f
IRRELEVANT,,,,"[NON-OBVIOUS] Based on this statement alone, it is ambiguous whether the statement refers to the use of drones overseas or domestically. However, put in the context, it talks about the use of drones domestically. ",444ac30a9c51d65f610d23f56ea8c0e6
IRRELEVANT,,,,The statement relates to the use of drones domestically.,c61533a02fef39ccf67056e95b111945
IRRELEVANT,,,,The statement relates to the use of drones domestically.,a920fc55f6938eace6b48eaec8a59f1c
RELEVANT,REFERENCE,ANTI,,"The statement refers to drones as an example where reports the United States received turned out to be false (blank for general sentiment). However, the speaker mentions that drones are capable of carrying hazardous biological and chemical material to the United States (anti categorical sentiment).",9a65655e3205ea1024643063c83f9c04
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement mentions that the use or threat of drone strikes is against civil liberties. ,133161142f578ed3ef46dd061d4cc1b5
RELEVANT,DISCLOSURE,ANTI,PRO,The statement questions whether information related to drone strikes should be disclosed or not.,65c9e3fb35bdcd81e217f638eb3182f6
RELEVANT,DISCLOSURE,ANTI,NEUTRAL,The statement relates to the leak of information on drones that scared people.,181eb34ee662f07cc9449a7cf42fe731
RELEVANT,REFERENCE,ANTI,,"The statement refers to drones as an example where reports the United States received turned out to be false (blank for general sentiment). However, the speaker mentions that drones are capable of carrying hazardous biological and chemical material to the United States (anti categorical sentiment).",a2c51b567c7a563d669451f15175f8fb
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,952842324d41c09fb4c08ee8eeab55f9
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement mentions how concerning it is that drones that are supposed to be easy to spot have been found yet.,fd5c891a7188046f9cad69b7a7d65eef
RELEVANT,REFERENCE,PRO,PRO,"[NON-OBVIOUS] The statement mentions drones in giving credit to an engineer. However, it is ambiguous whether the speaker refers to surveillance drones or lethal drones. If the statement relates to surveillance drones, it should be classified as IRRELEVANT.",e814f0ed4b82aebcd41b9c045ef5b1cc
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement mentions that massive air power intimidates an enemy psychologically. ,238ebdfc91b8ba0b7c750145981aa383
RELEVANT,REFERENCE,ANTI,,The statement quotes an article from the New York Times. ,3ad9fb31b65a27b4d40263734c874b23
RELEVANT,REFERENCE,PRO,PRO,The statement supports Obama's decision to use drones in fighting Pakistan and Afghanistan.,695ce996a30a77af8e5b1433b671fd91
RELEVANT,REFERENCE,PRO,PRO,The statement refers to drone bases in Nevada.,ad5c60746fccf145e08f83f698b3c87c
RELEVANT,REFERENCE,NEUTRAL,,The statement refers to drones as an example where reports the United States received turned out to be false (blank for general sentiment). It points out that Iraqi drones were not lethal drones. ,0eb61d1fa08f21a6ed2e342409872e47
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement mentions that drones were not able to protect American soldiers when they were in danger.,8a8b31cca7d34e17f07e65ef5869d9a2
IRRELEVANT,,,,The statement mentions drones for a metaphor.,d765a02f885f4dd0c2801eb4856b73e7
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement argues that drones have become an integral asset to conducting military operations.,961a921f55cb6cb5b0786e6ffcd60564
RELEVANT,"FINANCE,FOREIGNPOLICY","PRO,PRO",PRO,The statement discusses that funding drones was worth it because they were effective in fighting terrorism.,ab83ae8f0b7ea03b7e75a50e3d80ffa7
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,10ac08a0877f6d1f2ef073afd19a6419
RELEVANT,REFERENCE,ANTI,,"The statement refers to drones as an example where reports the United States received turned out to be false (blank for general sentiment). However, the speaker mentions that drones are capable of carrying hazardous biological and chemical material to the United States (anti categorical sentiment).",01abfe885ba149b1b260381fff2356b3
IRRELEVANT,,,,The statement mentions drones in a surveillance role.,aa2ff13a90ca83940f904ade5b6628f7
RELEVANT,REFERENCE,PRO,PRO,The statement argues that state-of-the-art equipments including drones should be available quickly. ,51910a9b66ca351015596a055e2c6f02
RELEVANT,REFERENCE,ANTI,ANTI,"The statement discusses how importing oil from Iraq increases the vulnerability of the United States, and how even drones were shot down.",5fe0312189d41aec5dd53d0536e6f4dd
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a drone strike in Yemen that killed al-Awlaqi.,fe3567e5f42f5de179eff35910d0a15d
RELEVANT,FOREIGNPOLICY,PRO,PRO,"The statement refers to a drone strike in Yemen that killed al-Awlaqi, which the speaker thinks was the right thing to do.",45e33e9361da3bd391045eea988c2943
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement introduces an American soldier killed in action.,2de014e1c14f9812ce40f641dbfb9ce6
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drone strikes in Pakistan as an example that gets the attention from the media.,09ea3464e3feaf09362c6daab50e0b79
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement talks about how unmanned drone attacks do not risk sacrifices on the American side. ,4fe70959f35c93ba6c70da51ee019fe8
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement talks about how unmanned drone attacks do not risk sacrifices on the American side.,122ef363fc83ad4f4926d3c6b660bfdd
RELEVANT,REFERENCE,ANTI,,"The statement discusses how drones possessed by Saddam Hussein can pose security challenges to the United States. I left general sentiment blank because the speaker talks about drones possessed by an enemy, and hence his attitude toward drones in general is not clear based on the statement.",6690cce8de5b192158362e2e8f678a21
RELEVANT,REFERENCE,ANTI,,"The statement discusses how drones possessed by Saddam Hussein can pose security challenges to the United States. I left general sentiment blank because the speaker talks about drones possessed by an enemy, and hence his attitude toward drones in general is not clear based on the statement.",042c817a8c0e9c77ccfb091f1fda983b
RELEVANT,REFERENCE,ANTI,,"The statement discusses how drones possessed by Saddam Hussein can pose security challenges to the United States. I left general sentiment blank because the speaker talks about drones possessed by an enemy, and hence his attitude toward drones in general is not clear based on the statement.",628e03b75d9e8ec2e6cc4a3fccfa3b0b
RELEVANT,REFERENCE,ANTI,,"The statement discusses how drones possessed by Saddam Hussein can pose security challenges to the United States. I left general sentiment blank because the speaker talks about drones possessed by an enemy, and hence his attitude toward drones in general is not clear based on the statement.",b768fd32874fd82063d06d4ae519c2f1
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,f8b055e122d99e14db842fe000842f24
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,2d42f32ce5e68c0d138266691c3d59d9
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement discusses the significance of congressional oversight in deploying drones. ,fdc9d54d006b6e867a52c1cad0038b4c
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement introduces drone strikes in Libya that were conducted against specifically identified targets.,40a683a47540a5deeb176b88092226e5
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement discusses the necessity of proper regulations regarding drone strikes. ,8a6394c8b0d46394451225b95ce30c45
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement mentions that drones may not be necessarily effective in removing terrorists because they do not exist in an organized form. ,c84c210b15d3411409afe1e196616d6c
