relevant,restraining,CATEGORICAL_SENTIMENT_DISCLOSURE,k_relevant,CATEGORICAL_SENTIMENT_JOBS,house,sex,CATEGORY_FOREIGNPOLICY,days_since_strike,last_name,CATEGORICAL_SENTIMENT_REFERENCE,CATEGORICAL_SENTIMENT_FOREIGNUSE,seniority,CATEGORY_PTSD,dim_2,id,dim_1,first_name,CATEGORY_DISCLOSURE,k_sentiment,icpsr,title,CATEGORICAL_SENTIMENT_FOREIGNPOLICY,general_sentiment,CATEGORICAL_SENTIMENT_PTSD,state,106_seniority,CATEGORICAL_SENTIMENT_INTERNATIONAL-LEGALITY,statement,CATEGORICAL_SENTIMENT_FINANCE,party,CATEGORY_REFERENCE,filibuster,CATEGORY_INTERNATIONAL-LEGALITY,CATEGORICAL_SENTIMENT_DOMESTIC-LEGALITY,CATEGORY_HUMANITARIAN,congress,days_until_term_ends,loyalty,CATEGORY_JOBS,CATEGORY_DOMESTIC-LEGALITY,date,state_code,dronebase,categories,CATEGORY_FOREIGNUSE,CATEGORY_TECHNOLOGY,CATEGORY_FINANCE,periphery,CATEGORICAL_SENTIMENT_TECHNOLOGY,CATEGORICAL_SENTIMENT_HUMANITARIAN,k_restraining,strike_recently,votes,unsigned_periphery
0,0,,1,,0,1,0,2,DAINES,,,2,0,0.027,e531eb8a1ad5e71d4f7dc363159f52ed,0.52,Steve,0,-1,21338,ENSURING TAX EXEMPT ORGANIZATIONS THE RIGHT TO APPEAL ACT,,,,MONTANA,2,,"I thank my colleague for raising this important issue on the Senate floor today. It wasn't all that long ago that I served as a House Member. I served one term in the House and then came over to the Senate this year. I came over to the Senate floor, and I stood in support of my colleague's efforts to protect the American civil liberties and ensure drones are not being used to target American citizens on our own soil.",,0,0,0,0,,0,114,2055,0,0,0,5/20/15,64,1,{},0,0,0,0.50019747559471184,,,1,1,420,0.50019747559471184
1,0,,0,,,,0,24,,,-1,,0,,a38cb03766350c48f513e70e3c437bd5,,,0,,,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2008,,0,,,,,"Yes, I got a copy of the National Intelligence Estimate, and it was in a meeting called by our chairman, Joe Biden, who had a classified meeting to discuss it with representatives of the intelligence community. Indeed, the Director of the CIA, George Tenet, at a later meeting, confirmed what others had already briefed, that there was a program that Saddam Hussein likely had to take unmanned aerial vehicles, put biological and chemical weapons on them, put them on ships off the east coast of the United States, and launch them over east coast cities of the United States.",,,0,0,0,,0,110,,0,0,0,7/13/07,,,{u'FOREIGNUSE': -1},1,0,0,,,,,0,,
1,0,,0,,1,1,0,0,HOLT,,,7,0,-0.33,9b635d225a8784dc67b48ce0d93cb74a,-0.463,Rush,0,,29923,"{time} 1500
  NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2013",,0,,NEW JER,7,,"This amendment will have no impact on the training activities of our unmanned aerial vehicle operators. What it will do is ensure that any imagery of American citizens, their homes, business, etc. that is collected cannot be used in any court proceeding in the absence of a judicial warrant issued on the basis of probable cause. I commend my colleague from Louisiana from offering this amendment, and I urge my colleagues to join me in supporting it.",,1,0,0,0,0,0,112,231,1,0,1,5/17/12,12,1,{u'DOMESTIC-LEGALITY': 0},0,0,0,0.91155464018494525,,,,1,1425,0.91155464018494525
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,1447cd632181c1c17549259cab43e02c,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"I am not saying that is right or wrong or making an opinion on that matter. But I am saying that is not a standard I can live with in the United States. So let's say one-third of the drone strikes are going against people who are eating dinner with their family or walking down the road or sleeping in their house. If that is our standard and we are going to do drone strikes in America, I could not tolerate or live with myself if I would accept a standard in the United States that would allow that to happen.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,be982fcb2c530ddfb107bed6cbbb6fa7,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"It troubles me that they think they have the authority to do targeted drone strikes inside, particularly when there are examples of the Twin Towers and 1941 Pearl Harbor. Those would be attacks we would repulse no matter who we knew was coming in. There wouldn't be a targeted strike on an individual at a designated time. We would repulse those attacks militarily and they wouldn't even fall into the category of what we are talking about here as targeted drone strikes. We might use drones, but they wouldn't be what we are talking about. These are questions we have been asking all day. So they have answered a question, just not the question we asked.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,,,0,457,,,-1,,0,,f4df83a36f273671513b76815236cdf9,,,0,,,IRAQ INTELLIGENCE LAPSES,,,,,,,"``We have also discovered through intelligence that Iraq has a growing fleet of manned and unmanned aerial vehicles that will be used to disburse chemical and biological weapons across broad areas. We are concerned that Iraq is exploring ways of using the UAVs for missions targeting the United States,'' Bush, October 7, 2002.",,,0,0,0,,0,108,,0,0,0,2/3/04,,,{u'FOREIGNUSE': -1},1,0,0,,,,,0,,
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,88f54cd399ff6d1944bede29a1a5e95a,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,The drones' presence in our skies ``threatens to eradicate existing practical limits on aerial monitoring . . .,,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,1,1,0,12,WOLF,0,,17,0,-0.213,203a74e46340e39a2b03529036452a1e,0.284,Frank,0,,14869,EIGHTH UNANSWERED QUESTION ON BENGHAZI ATTACKS,,0,,VIRGINI,8,,"Former AFRICOM commander General Carter Ham (ret.) told a paying audience at the Aspen Security Forum in Aspen, Colorado--where tickets started at $1,200--last weekend that by the time a U.S drone appeared over the consulate shortly after 11 p.m. the attack on the consulate was winding down. He also said it was clear this wasn't a protest and he understood it to be a terrorist attack--a direct conflict with repeated statements by the Obama Administration.",,0,1,0,0,,0,113,527,0,0,0,7/25/13,40,1,{u'REFERENCE': 0},0,0,0,-0.97103878059177462,,,,0,1005,0.97103878059177462
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,d1990d14ff6a05a01b0293f09b8b2f38,0.866,Rand,0,-1,41104,BRENNAN NOMINATION,,,,KENTUCK,2,,We have had rules on the books since the Civil War saying the military doesn't act in our country. So it is not just a drone; it is any sort of law enforcement in the United States. We recognize that.,,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,1,1,0,2,POE,,-1,6,0,0.058,4a86f2dd5ed61f62cac66e128e08385e,0.592,Ted,0,,20528,SUICIDE DRONES--IRAN,,,,TEXAS,6,,Suicide drones are yet one more example that Iran is determined to have military dominance in the Middle East. Iran wants to annihilate Israel and the United States. The United States should not be disillusioned by the Iranian ruse claiming it wants peace.,,0,0,0,0,,0,114,630,0,0,0,4/14/15,49,2,{u'FOREIGNUSE': -1},1,0,0,0.94904921477024962,,,,1,956,0.94904921477024962
1,0,,0,,0,1,0,,SHELBY,,-1,4,0,0.591,ccc8c42a4a5b0df22ab482298befa2f9,0.437,Richard,0,,94659,AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ,,,,ALABAMA,2,,"Additionally, the prohibition did not affect Iraqi efforts to convert full-size aircraft into unmanned aerial vehicles for use as potential WMD delivery systems with ranges far beyond 150 km.",,0,0,0,0,,0,107,816,1,0,0,10/10/02,41,1,{u'FOREIGNUSE': -1},1,0,0,-0.017228834843755911,,,,1,447,0.017228834843755911
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,a3b2e90787a66b312a536381468e73b5,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"But I think our American soldiers would be disappointed in us here at home if they felt, which I think many of them do, that they are fighting for our Bill of Rights, they are fighting for our Constitution, they are fighting for our conception of freedom--in doing so, I think they would be disappointed if they felt the drones that were being used against the enemy in the mountains of Afghanistan and Pakistan were going to be used against Americans in America without any kind of due process, because the whole idea of the Constitution is what they are fighting for. That is what the President has pledged to uphold and preserve. So it is such an important battle.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,0,0,0,,COLLINS,,-1,3,0,-0.597,001321bb1ac7b233736ef5b383d1343c,0.106,Susan,0,,49703,AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ,,,,MAINE,2,,"In addition to the weapons unaccounted for in the post-gulf war inspections, there is significant evidence that since 1998, Saddam has expanded his stockpile of chemical and biological weapons; rebuilt and expanded manufacturing sites, including mobile biological production facilities; developed more effective delivery systems, such as unmanned drones; and sought to procure materials for a nuclear bomb.",,0,0,0,0,,0,107,85,1,0,0,10/10/02,2,0,{u'FOREIGNUSE': -1},1,0,0,-2.0807000246646328,,,,1,457,2.0807000246646328
1,0,,,,0,1,0,,LIEBERMAN,,-1,7,0,-0.312,e0c978b82b0de3377eb2737950ac37b2,-0.205,Joseph,0,,15704,"AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ--
  Resumed",,,,CONNECT,2,,"Saddam Hussein systematically withheld information, used every available method of deception. I have an article from Time magazine of September, 1995, 7 years ago, which describes how much we knew about the deception that Saddam Hussein--the cheating and retreating, as the article said, that Saddam Hussein had gone through to frustrate the will of the United Nations and how much we have learned in admissions that were made as the United States mobilized forces to invade Kuwait: That the Iraqis had admitted they had begun filling 191 bombs and Scud missile warheads with deadly biological agents such as anthrax and botulism toxin, which were to be mounted on missiles, planes, and drone aircraft and dropped on enemy troops, fewer than half of whom had received the appropriate germ warfare vaccinations.",,1,0,0,0,,0,107,1548,0,0,0,10/8/02,1,0,{u'FOREIGNUSE': -1},1,0,0,-0.94288154076377151,,,,1,448,0.94288154076377151
0,0,,1,,0,1,0,589,KYL,,,9,0,-0.455,2a5ddf7bcae284ac45494c9eb5556427,0.548,Jon,0,1,15429,ENDING THE COLD WAR,,,,ARIZONA,3,,"The Predator is another example, and the Global Hawk. Unmanned aerial vehicles have been valuable assets on the war on terrorism. They were not operationally tested. They were hardly ready for use, but we needed something that could do what they did. That is the way it is with missile defense today. We need to have the ability to shoot down a missile aimed at us by, for example, Iran or North Korea or some other enemy that might think we are bluffing.",,0,0,0,0,,0,108,933,1,0,0,6/14/04,61,2,{},0,0,0,0.67475092971853234,,,0,0,514,0.67475092971853234
1,0,,0,,0,0,0,1,AYOTTE,0,,2,0,-0.612,d5dec668f3818c65e93ee802ecd6cb9c,0.351,Kelly,0,,41106,SPACE LAUNCH LIABILITY INDEMNIFICATION EXTENSION ACT,,0,,NEW HAM,2,,"I will also add this. What is so sad about this is no one has been held accountable. The warnings were there. Not only were the warnings there from the August 16 cable that came from the embassy, from Ambassador Stevens, saying that the consulate could not withstand a coordinated attack, but what has been lost in all of this? When we talk about the New York Times trying to erase Al Qaeda from this, the day before, Ayman al-Zawahiri, the head of Al Qaeda, released a video just before September 11, 2012, just before this terrorist attack--which, by the way, occurred on September 11, of course, which should have given us a pretty direct clue that this was a terrorist attack. But al-Zawahiri issued this video acknowledging and eulogizing the death of Abu Yahya al-Libi in a drone strike and calling for terrorist attacks. Al-Libi was a Libyan who served as the second in command in Al Qaeda under Zawahiri and was a top leader in the Libyan Islamic fighting group.",,0,1,0,0,,0,113,1083,0,0,0,1/16/14,4,1,{u'REFERENCE': 0},0,0,0,-0.5533573010812044,,,,1,544,0.5533573010812044
1,0,,0,,1,1,0,0,HASTINGS,,,7,0,0.411,651db67528679f818ea3c3ea914769da,0.416,Doc,0,,29580,EARMARK DECLARATION,,1,,WASHING,5,,Description: Funds will be used to provide the Navy with a Portable Launch and Recovery System that would allow small unmanned aerial vehicles to operate from Navy vessels.,1,0,0,0,0,,0,110,95,1,0,0,9/30/08,73,1,{u'FINANCE': 1},0,0,1,-0.14814392543662133,,,,1,1342,0.14814392543662133
1,0,,0,,,0,0,5,VelÃ¡zquez,1,,,0,,5b202428b015dff62e1ed59972d34e7a,,Nydia,0,,,SMALL BUSINESS JOBS AND CREDIT ACT OF 2010,,1,,NEW YORK,,,"Small firms are also making important contributions in the realm of life sciences and biomedicine, uncovering groundbreaking therapies and medicines. Technologies used in our national defense have also been advanced by small businesses. Components of the Predator drone, for instance, were developed by small firms. And small businesses are helping develop new information technology and digital media services that better connect our world.",,1,1,0,0,,0,111,201,1,0,0,6/16/10,,2,{u'REFERENCE': 1},0,0,0,,,,,1,,
1,0,,0,,0,1,1,6,DORGAN,,,15,0,0.09,71b75dc2b9495a2fffb171d086316d25,-0.267,Byron,0,,14812,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2010,1,1,,NORTH D,6,,"We talk about a lot of things in this bill: jet fighters, bombers, tankers, submarines, unmanned aerial vehicles--lots and lots of subjects. The subjects are about the defense of our country, what provides national security for our country, so these are all very important. I wish to speak, however, about one piece of this legislation that probably is not mentioned much but I think is very important; that is, the reduction of the threat of nuclear weapons.",,1,0,0,0,0,0,111,529,1,0,1,7/23/09,36,2,"{u'FOREIGNPOLICY': 1, u'DOMESTIC-LEGALITY': 0}",0,0,0,-0.49724183836524255,,,,1,607,0.49724183836524255
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,6466f1ad762aa1a58468bfc11d294680,0.866,Rand,0,-1,41104,BRENNAN NOMINATION,,,,KENTUCK,2,,"So it should trouble every American. I can't imagine that there wouldn't be an American in our country who would not be troubled that we are talking about killing noncombatants in America with drone strikes. We have to get the President to respond to this. I don't think it is good enough for the President to say: I haven't done it yet. I don't intend to do it, but I might.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,1,1,0,2,MOULTON,,,1,0,0.019,710f7fbecf714e8464ccbbc6ac21b988,-0.34,Seth,0,,21525,FUTURE FORUM,,1,,MASSACH,1,,"We live in an information economy. You are from Silicon Valley, you represent Silicon Valley. There is so much need for tech savvy, technically trained employees in our workforce. You get extraordinary training in the military, whether you are in the infantry, you are on the ground in one of those toughest jobs where your ability to lead in the most difficult circumstances imaginable is critical, or even if you are sitting controlling a drone back in Arizona and just understanding how our most advanced technology works, if you are able to manage that, then you are going to be incredibly valuable back home.",,1,0,0,0,,0,114,601,1,0,0,5/13/15,3,0,{u'TECHNOLOGY': 1},0,1,0,0.027462972523347864,1,,,1,1118,0.027462972523347864
